"","x"
"1",0.0338096932109375
"2",0.01097447684375
"3",1.45783101859375
"4",0.0823036819296875
"5",-0.34014645265625
"6",0.009765625
"7",0
"8",0.38079833984375
"9",0
"10",0.315536319960938
"11",0.837158203125
