"","x"
"1",0.0215111092265625
"2",0.0132251482304688
"3",1.16388570609375
"4",0.10844198759375
"5",0.164672862128906
"6",0.00547282887890625
"7",0.0745620727539062
"8",0.116737365722656
"9",0.00025177001953125
"10",0.525230228652344
"11",0.00270843505859375
