"","x"
"1",0.011005432
"2",0.0162730919785156
"3",9.13413771321875
"4",1.64915183246875
"5",1.016817487625
"6",-1.512976363625
"7",0.01037852975
"8",0.431617737
"9",0.6505126953125
"10",8.03e-06
"11",0.72409057665625
"12",0.97528076171875
