"","x"
"1",0.011005432
"2",0.0164104210800781
"3",8.730146014
"4",0.1011171645
"5",1.10592881575
"6",0.39209571725
"7",0.0118433735
"8",0.39208984375
"9",0.67138671875
"10",8.03e-06
"11",0.72744751025
"12",0.939453125
