"","x"
"1",0.0212517098125
"2",0.013141224890625
"3",1.60777913871094
"4",-0.7220434253125
"5",0.0434265406875
"6",-0.0042495621875
"7",0.007296254171875
"8",0.04736328125
"9",0.0660400390625
"10",0
"11",0.483611881484375
"12",0.3183003229375
