"","x"
"1",0.0343056038554687
"2",0.0109248857792969
"3",1.3613344365625
"4",0.0815254836874999
"5",-0.32787838625
"6",0.101341258125
"7",0.00928497314453125
"8",0
"9",0.275390625
"10",0
"11",0.307258605957031
"12",0.04833984375
