"","x"
"1",0.010730773796875
"2",0.0228763329453125
"3",5.94115980794531
"4",-4.31058982075
"5",1.08107170218359
"6",5.33981119356641
"7",-5.92255277964063
"8",0.000857045375
"9",0.605575561339844
"10",3.814697265625e-05
"11",8.03e-06
"12",0.58541870165625
"13",0.022064208984375
