"","x"
"1",0.01008990465625
"2",0.0232463585800781
"3",6.21332319905859
"4",-4.73679831684375
"5",1.6665977610625
"6",6.211416113
"7",-5.88013334604688
"8",0.00072734566796875
"9",0.581840514953125
"10",6.866455078125e-05
"11",8.03e-06
"12",0.603408813960937
"13",0.0215454105664062
