"","x"
"1",0.01070025621875
"2",0.0227924096054688
"3",5.96255263021094
"4",-1.4000673598125
"5",1.56875840559375
"6",0.74602684134375
"7",2.25656686983594
"8",0.0007807514296875
"9",0.551643371398438
"10",0
"11",8.03e-06
"12",0.588378906734375
"13",0.0030059814453125
