"","x"
"1",0.0330391245078125
"2",0.0110812885878906
"3",1.36141454564258
"4",0.0787331256015625
"5",-0.328702360609375
"6",0.0015869140625
"7",0.100349436710938
"8",0.00780868515820313
"9",1.52587890625e-05
"10",0.319839477539062
"11",0
"12",0.30872344975
"13",0.048065185796875
