"","x"
"1",0.011005432
"2",0.0161433917890625
"3",9.14372023225
"4",4.61594870753125
"5",0.96530381575
"6",-0.497560350019531
"7",0
"8",-4.0345828090625
"9",0.0087916156875
"10",0.406387328789062
"11",0.594726562375
"12",8.03e-06
"13",0.724143982230469
"14",0.153564453
